ds,yhat_v1,yhat_v2,yhat_v3
2020-01-22,-0.7635346014954337,,
2020-01-23,-1.721992791296016,,
2020-01-24,-1.722532875997393,,
2020-01-25,-1.598128264317899,,
2020-01-26,-1.4737236526280892,,
2020-01-27,-1.349369344943195,,
2020-01-28,-0.4750688376499277,,
2020-01-29,-0.1302064949822086,,
2020-01-30,-1.088664684759506,,
2020-01-31,-1.0892047694371385,,
2020-02-01,-0.9648001577797709,,
2020-02-02,-0.8403955461125266,,
2020-02-03,-0.7160412383896656,,
2020-02-04,0.15825926896708037,,
2020-02-05,0.5031216116949725,,
2020-02-06,-0.455336578072397,,
2020-02-07,-0.4558766627454726,,
2020-02-08,-0.33147205105140853,,
2020-02-09,-0.2070674393489516,,
2020-02-10,-0.08271313161458915,,
2020-02-11,0.7915873758129714,,
2020-02-12,1.1364497186158153,,
2020-02-13,0.17799152904734813,,
2020-02-14,0.17745144457313583,,
2020-02-15,0.30191131773574076,,
2020-02-16,0.42637119090778863,,
2020-02-17,0.5508017559403168,,
2020-02-18,1.42518113208426,,
2020-02-19,1.7701223436029747,,
2020-02-20,0.8118134042743861,,
2020-02-21,0.8114225700418278,,
2020-02-22,0.9360805051746184,,
2020-02-23,1.0607384403164455,,
2020-02-24,1.1854998888223733,,
2020-02-25,2.0603806590902147,,
2020-02-26,2.4058232647326445,,
2020-02-27,1.4480520657466316,,
2020-02-28,1.4481989718500248,,
2020-02-29,1.5733934293542704,,
2020-03-01,1.698587886869543,,
2020-03-02,1.8238898314237169,-2.8475402737612256,
2020-03-03,2.69927168980266,-0.5151191822265251,
2020-03-04,3.0452153835564117,0.1505911571345966,
2020-03-05,2.087900742572739,-0.5901332180543282,
2020-03-06,2.088504206682534,-0.5909619164648756,
2020-03-07,2.2140593178932746,-0.0918139517688048,
2020-03-08,2.3396144291143077,0.40733652327480496,
2020-03-09,2.465119236359301,2.3309154174385607,-0.2308961644921426
2020-03-10,3.340570243225945,4.663671792903559,1.0641592636242458
2020-03-11,3.6865830854647132,5.329717418551877,2.3592146927317086
2020-03-12,2.7292753952322757,4.589328329742298,3.6542701307540226
2020-03-13,2.7298858100937853,4.588834917935563,4.949325564169702
2020-03-14,2.855440921304261,5.08831816981929,6.244381002182854
2020-03-15,2.980996032525228,5.587803933782048,7.53943645126887
2020-03-16,3.1065008397711864,7.511382837383334,8.83449190796993
2020-03-17,3.98195184663839,9.844139220583939,10.129547380584004
2020-03-18,4.327964688875711,10.510184851478021,11.424602853198078
2020-03-19,3.370656998643161,9.76979576681499,12.71965832581215
2020-03-20,3.3712674135046035,9.76930235746035,14.014713798426227
2020-03-21,3.4968225247157187,10.268785610636105,15.309769271040299
2020-03-22,3.6223776359361484,10.768271374599264,16.604824743654373
2020-03-23,3.7478824431821947,12.69185027820169,17.899880216268446
2020-03-24,4.623333450049176,15.024606661401885,19.19493568888252
2020-03-25,4.969346292288316,15.690652292299134,20.489991161496594
2020-03-26,4.012038602053472,14.950263207631423,21.785046634110664
2020-03-27,4.012649016915957,14.949769798277098,23.08010210672474
2020-03-28,4.138204128127177,15.449253051452922,24.375157579338815
2020-03-29,4.263759239347068,15.948738815416487,25.67021305195289
2020-03-30,4.389264046594957,17.87231771902004,26.96526852456696
2020-03-31,5.264715053458632,20.205074102215406,28.260323997181036
2020-04-01,5.6107278956993145,20.871119733115247,29.555379469795106
2020-04-02,4.653420205464357,20.13073064844729,30.85043494240918
2020-04-03,4.654030620327414,20.130237239094118,32.145490415023254
2020-04-04,4.779585731538142,20.629720492271197,33.44054588763733
2020-04-05,4.905140842759677,21.12920625623263,34.7356013602514
2020-04-06,5.030645650005965,23.052785159838393,36.030656832865475
2020-04-07,5.906096656870246,25.385541543033217,37.32571230547955
2020-04-08,6.252109499110311,26.051587173931356,38.62076777809362
2020-04-09,5.294801808874954,25.31119808926344,39.915823250707696
2020-04-10,5.295412223738666,25.310704679910586,41.21087872332177
2020-04-11,5.420967334949129,25.810187933087782,42.505934195935836
2020-04-12,5.546522446169849,26.309673697049725,43.80098966854991
2020-04-13,5.6720272534169744,28.233252600656748,45.09604514116399
2020-04-14,6.547478260281861,30.566008983851027,46.391100613778065
2020-04-15,6.893491102521311,31.23205461474746,47.68615608639213
2020-04-16,5.9361834122888455,30.491665530084784,48.98121155900621
2020-04-17,5.9367938271501215,30.491172120727608,50.27626703162028
2020-04-18,6.062348938361058,30.99065537390482,51.57132250423436
2020-04-19,6.187904049581517,31.49014113786707,52.86637797684843
2020-04-20,6.313408856828859,33.4137200414751,54.161433449462514
2020-04-21,7.188859863690487,35.74647642466468,55.45648892207658
2020-04-22,7.534872705931687,36.412522055563805,56.75154439469066
2020-04-23,6.577565015699443,35.67213297090093,58.046599867304735
2020-04-24,6.578175430561578,35.67163956154463,59.3416553399188
2020-04-25,6.703730541772046,36.171122814721414,60.63671081253288
2020-04-26,6.8292856529924375,36.67060857868428,61.93176628514695
2020-04-27,6.954790460238407,38.594187482286166,63.22682175776103
